#Geometry     HF/cc-pVTZ       MP2/cc-pVTZ      CCSD/cc-pVTZ     CCSD(T)/cc-pVTZ
propane_00999 -118.285236838848 -118.832125409700 -118.874370794666 -118.895541218868
propane_01000 -118.292649136006 -118.836882703560 -118.878389339805 -118.898714409996
butane_00000 -157.350278135020 -158.070043030120 -158.122281467622 -158.150525849798
butane_00001 -157.340983453313 -158.060513735604 -158.112549372987 -158.140678384958
butane_00002 -157.326612637226 -158.047715346948 -158.099756059455 -158.127966053435
butane_00003 -157.335765590876 -158.055748296688 -158.108226874168 -158.136568948865
butane_00004 -157.334138509634 -158.054533406445 -158.106573422625 -158.134799237796
butane_00005 -157.337725991203 -158.057500668829 -158.109570818304 -158.137675563053
butane_00006 -157.342013530351 -158.060854828215 -158.113038701911 -158.141021049551
butane_00007 -157.334187857453 -158.055563429507 -158.107891928846 -158.136461910986
butane_00008 -157.333907905587 -158.053464400203 -158.105123730315 -158.132878693066
butane_00009 -157.331626463864 -158.052024916492 -158.104388059867 -158.132804799602
butane_00010 -157.323405572628 -158.046313174748 -158.098738033791 -158.127496735830
butane_00011 -157.333396607332 -158.051404153234 -158.103331349627 -158.131010918287
butane_00012 -157.324488580099 -158.046886776747 -158.099382961898 -158.128204678436
butane_00013 -157.332844919469 -158.053886004159 -158.106091507511 -158.134510066935
butane_00014 -157.340481572520 -158.058555408266 -158.110811154159 -158.138806076805
butane_00015 -157.332204820412 -158.053597430558 -158.106055326388 -158.134732006663
butane_00016 -157.338673124759 -158.058658430502 -158.110719313662 -158.138872999421
butane_00017 -157.334106914592 -158.054556641588 -158.107140696093 -158.135808605519
butane_00018 -157.338092452831 -158.058627381009 -158.110449571383 -158.138608176543
butane_00019 -157.337818067232 -158.057446636159 -158.109620686186 -158.137743764396
butane_00020 -157.337918128960 -158.057794559254 -158.110150072414 -158.138399484131
butane_00021 -157.335862411319 -158.056263330770 -158.108595314701 -158.137054138070
butane_00022 -157.324482441360 -158.046306366458 -158.098138895102 -158.126472757040
butane_00023 -157.342334791125 -158.061763305492 -158.114113538226 -158.142323341819
butane_00024 -157.333207214368 -158.053802703171 -158.106167256141 -158.134669883299
butane_00025 -157.336160002441 -158.056057690698 -158.108138842156 -158.136334115775
butane_00026 -157.334747612639 -158.055272309619 -158.106902016109 -158.134911902393
butane_00027 -157.339017606154 -158.058956323093 -158.111242531639 -158.139524480416
butane_00028 -157.335225388562 -158.055027375339 -158.107608273243 -158.136195358456
butane_00029 -157.325072320817 -158.046614138226 -158.098595034402 -158.126975929091
butane_00030 -157.341740899699 -158.061036340505 -158.113026524405 -158.140926866697
butane_00031 -157.332340111403 -158.053231434890 -158.105239590772 -158.133463548448
butane_00032 -157.331055066608 -158.051505417333 -158.103938636165 -158.132280339877
butane_00033 -157.334957013220 -158.055482159380 -158.107384304023 -158.135447622981
butane_00034 -157.327529966643 -158.049327477038 -158.101507461717 -158.130105420301
butane_00035 -157.327425732430 -158.047811142887 -158.100257663950 -158.128836003082
butane_00036 -157.333077937489 -158.054895828321 -158.106713190827 -158.135184801491
butane_00037 -157.329130420348 -158.050381191457 -158.102833071093 -158.131493456234
butane_00038 -157.342010565098 -158.061423553703 -158.113393336448 -158.141437974384
butane_00039 -157.328350944463 -158.050466600423 -158.102650332594 -158.131318717195
butane_00040 -157.341490419372 -158.059533218779 -158.111333082424 -158.139008185542
butane_00041 -157.328432825281 -158.050327919499 -158.102958883734 -158.131732140613
butane_00042 -157.346828294273 -158.065477442527 -158.117303179576 -158.145126929189
butane_00043 -157.337264481558 -158.056971055701 -158.109102684153 -158.137272513090
butane_00044 -157.334763711072 -158.055284184182 -158.107843313603 -158.136396285832
butane_00045 -157.332993310167 -158.053450067942 -158.105122575174 -158.133375669152
butane_00046 -157.322097811789 -158.043213021995 -158.095869930675 -158.124693298078
butane_00047 -157.333797232539 -158.054522996349 -158.106645679430 -158.135033779968
butane_00048 -157.334961353117 -158.055106737473 -158.107131723249 -158.135138000332
butane_00049 -157.330059656138 -158.050025026803 -158.101970722520 -158.130138790012
butane_00050 -157.323763185525 -158.044252641719 -158.096283407642 -158.124603149088
butane_00051 -157.323737436278 -158.044830438912 -158.097733782567 -158.126496257453
butane_00052 -157.335883431542 -158.057139583736 -158.109063227645 -158.137411847563
butane_00053 -157.337819320493 -158.057163739744 -158.109250096814 -158.137277130834
butane_00054 -157.332352133977 -158.053369596418 -158.105733606801 -158.134168433070
butane_00055 -157.337214773625 -158.056974615482 -158.108901352394 -158.136908253594
butane_00056 -157.333479415035 -158.053796821871 -158.106041084890 -158.134302564707
butane_00057 -157.329313550804 -158.049750121402 -158.102266135693 -158.130853037105
butane_00058 -157.335579779328 -158.056398695234 -158.108657982273 -158.137157229379
butane_00059 -157.324552198602 -158.045578984913 -158.097593980157 -158.125925423401
butane_00060 -157.329662070257 -158.050208125885 -158.102440174327 -158.130700216956
butane_00061 -157.327120325420 -158.049873016123 -158.101830519770 -158.130366024657
butane_00062 -157.339544590342 -158.058426909333 -158.110914961949 -158.139198687223
butane_00063 -157.330048332057 -158.051010336575 -158.103472004352 -158.132130034434
butane_00064 -157.328711648006 -158.051254582435 -158.103248824489 -158.131775698598
butane_00065 -157.336119345602 -158.055473647405 -158.107730524068 -158.136100389358
butane_00066 -157.327586140988 -158.049071338889 -158.101832289907 -158.130555090779
butane_00067 -157.331670737349 -158.051792802335 -158.103415723363 -158.131213600885
butane_00068 -157.324373859965 -158.045899277879 -158.098745930072 -158.127514428517
butane_00069 -157.319674733730 -158.041841223504 -158.093587601022 -158.121928935854
butane_00070 -157.325440891248 -158.046608865832 -158.098484917267 -158.126692921917
butane_00071 -157.328364693114 -158.049577907781 -158.101767389768 -158.130254877133
butane_00072 -157.331072531848 -158.051896944957 -158.103661310839 -158.131794757083
butane_00073 -157.327925197243 -158.049198747833 -158.101429893687 -158.129950104726
butane_00074 -157.327740223532 -158.048216467043 -158.099899234849 -158.127958604014
butane_00075 -157.328819014674 -158.050935001864 -158.102839432494 -158.131220459399
butane_00076 -157.329939967420 -158.050055935101 -158.101855487333 -158.129846093869
butane_00077 -157.331400091962 -158.053633671422 -158.105668981652 -158.134283929892
butane_00078 -157.328216092002 -158.049685342338 -158.102037172571 -158.130792829225
butane_00079 -157.328236746347 -158.049001921489 -158.101204655889 -158.129693686079
butane_00080 -157.329472075598 -158.051041584215 -158.103312076441 -158.131809676306
butane_00081 -157.328957470718 -158.049368145989 -158.101498338719 -158.129808683444
butane_00082 -157.332488145787 -158.054452613498 -158.106046819056 -158.134287403855
butane_00083 -157.326609488721 -158.047750266182 -158.100261998008 -158.128768537908
butane_00084 -157.324970004099 -158.045841466189 -158.097954855333 -158.126457879809
butane_00085 -157.333226556999 -158.054458971220 -158.106549526975 -158.134831453098
butane_00086 -157.338680859936 -158.059449556569 -158.111458440386 -158.139666025294
butane_00087 -157.337309780694 -158.056014310586 -158.108427494867 -158.136443020397
butane_00088 -157.333282770661 -158.054211411340 -158.106302641342 -158.134751450595
butane_00089 -157.334321103669 -158.053987626828 -158.106821914053 -158.135379250188
butane_00090 -157.329471134713 -158.050353762745 -158.102317625118 -158.130451579968
butane_00091 -157.337708286954 -158.058440221889 -158.110688741518 -158.139114567675
butane_00092 -157.324004506848 -158.045006807565 -158.097508191007 -158.126085745497
butane_00093 -157.338034551675 -158.058243541331 -158.110226096639 -158.138461013600
butane_00094 -157.324495515761 -158.047258730309 -158.099477083815 -158.128250405538
butane_00095 -157.334999059353 -158.054422981222 -158.106485510892 -158.134657381484
butane_00096 -157.336793183800 -158.057521959720 -158.109630290409 -158.137995866382
butane_00097 -157.327242275628 -158.048907121635 -158.101429508936 -158.130144248433
butane_00098 -157.339079142884 -158.058696527363 -158.110518222230 -158.138453350753
butane_00099 -157.335609291304 -158.055816846894 -158.108154853680 -158.136415886521
butane_00100 -157.334176183955 -158.054916613317 -158.106966276013 -158.135368176332
isobutane_00000 -157.351468692365 -158.073454453312 -158.124918712524 -158.153466216467
isobutane_00001 -157.340443032034 -158.062054179027 -158.113229231712 -158.141603533871
isobutane_00002 -157.333279185590 -158.055712393221 -158.107348745053 -158.135989207331
isobutane_00003 -157.333628375092 -158.055855248971 -158.107253317226 -158.135742285146
isobutane_00004 -157.336117477680 -158.058025236830 -158.109858815414 -158.138562236269
isobutane_00005 -157.328593139311 -158.051147850715 -158.102889456644 -158.131662792885
isobutane_00006 -157.333527115330 -158.055905560122 -158.107326138245 -158.135961835231
isobutane_00007 -157.330369876536 -158.054089684662 -158.105400920365 -158.134183578465
isobutane_00008 -157.328866007687 -158.052204577643 -158.103317032088 -158.131908603563
isobutane_00009 -157.333722829086 -158.055507274899 -158.106561795319 -158.134714269558
isobutane_00010 -157.323354196925 -158.049165391688 -158.100518066057 -158.129694254040
isobutane_00011 -157.327925969511 -158.049530357270 -158.101029654810 -158.129476025783
isobutane_00012 -157.329305643507 -158.051649269762 -158.103079536823 -158.131665358018
isobutane_00013 -157.334872537086 -158.058682599208 -158.110099487622 -158.138975442156
isobutane_00014 -157.337336573912 -158.057595209663 -158.108759498650 -158.136871844365
isobutane_00015 -157.322894945731 -158.046869545710 -158.098483866741 -158.127410605110
isobutane_00016 -157.322321585803 -158.047052777333 -158.098462122482 -158.127383632312
isobutane_00017 -157.338439032442 -158.059512008898 -158.110683696783 -158.139045155614
isobutane_00018 -157.324737055932 -158.048505420999 -158.100736081871 -158.130165731859
isobutane_00019 -157.319411783219 -158.043110287064 -158.094679477165 -158.123824512270
isobutane_00020 -157.340909633803 -158.063258920583 -158.114468799978 -158.142883001663
isobutane_00021 -157.338821793418 -158.060878695200 -158.111884468799 -158.140135619814
isobutane_00022 -157.333845933469 -158.056903843557 -158.108449855838 -158.137252441411
isobutane_00023 -157.333305517938 -158.056863881183 -158.108516682584 -158.137537798923
isobutane_00024 -157.331337506077 -158.054215108525 -158.106029022435 -158.134981620162
isobutane_00025 -157.333498358271 -158.056011124456 -158.106934518944 -158.135115397608
isobutane_00026 -157.329768950210 -158.053220944776 -158.104228444708 -158.132603967506
isobutane_00027 -157.340711172575 -158.062526874712 -158.113678820576 -158.141880994590
isobutane_00028 -157.331082852518 -158.054505580091 -158.106571679892 -158.135625742514
isobutane_00029 -157.339076263680 -158.061158081762 -158.112326917633 -158.140888277863
isobutane_00030 -157.326273864104 -158.050749965453 -158.102038252601 -158.131110556220
isobutane_00031 -157.335951080199 -158.057756590106 -158.108978187296 -158.137407238635
isobutane_00032 -157.336234662102 -158.059775264550 -158.110731816911 -158.139317766042
isobutane_00033 -157.334589003079 -158.057331742056 -158.108695169551 -158.137332252532
isobutane_00034 -157.334836720152 -158.057107025684 -158.108928989717 -158.137748893425
isobutane_00035 -157.323872118925 -158.048487356212 -158.099669052183 -158.128552014300
isobutane_00036 -157.334232085272 -158.055636022442 -158.106911657517 -158.135023150550
isobutane_00037 -157.325912733338 -158.049740437798 -158.100951948331 -158.129591576570
isobutane_00038 -157.335899607931 -158.057882562458 -158.109472242988 -158.138036774034
isobutane_00039 -157.328094793760 -158.050771175116 -158.102450078300 -158.131140904302
isobutane_00040 -157.328640252320 -158.053571133672 -158.104524258033 -158.133289965862
isobutane_00041 -157.326173589546 -158.049564921089 -158.100792055845 -158.129272142161
isobutane_00042 -157.336426792916 -158.059538770361 -158.110576101024 -158.139077084327
isobutane_00043 -157.331756694521 -158.055225497989 -158.106523793549 -158.135356479076
isobutane_00044 -157.329988041254 -158.052471915797 -158.104221711083 -158.133061744349
isobutane_00045 -157.331918546077 -158.056098175445 -158.106922931585 -158.135511286066
isobutane_00046 -157.328070663328 -158.051374528229 -158.102532058351 -158.131000921363
isobutane_00047 -157.331812703737 -158.054798628101 -158.105776206927 -158.134169465653
isobutane_00048 -157.328773608020 -158.052050939208 -158.103727276976 -158.132678095778
isobutane_00049 -157.337483962099 -158.058541831191 -158.110430811451 -158.139144537458
isobutane_00050 -157.321462906180 -158.045014044109 -158.096933827757 -158.126091811815
isobutane_00051 -157.337584171287 -158.060024250165 -158.111807194093 -158.140497190396
isobutane_00052 -157.333000009876 -158.056493403140 -158.107342428392 -158.135678602523
isobutane_00053 -157.332386630820 -158.054466074742 -158.105642884419 -158.133893671311
isobutane_00054 -157.340547328158 -158.063285815664 -158.114813728127 -158.143570563448
